Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.7189,53.88188,47.7366,0.1866003,-0.3181219,0.06610703,-0.04343076,-0.9642944,-0.232721,0.1187057
0.4059497,426.7196,53.88064,47.74189,0.1918896,-0.3193579,0.06539993,-0.04256889,-0.9640682,-0.2307432,0.1245716
0.4306251,426.72,53.87925,47.74567,0.1956616,-0.3207532,0.06496692,-0.04130174,-0.9644294,-0.2272471,0.128565
0.4371142,426.7201,53.87881,47.74635,0.1963439,-0.3211871,0.06493255,-0.0401758,-0.9649342,-0.224995,0.1290939
0.451045,426.7201,53.87823,47.74712,0.1971121,-0.3217655,0.06486941,-0.03917934,-0.9653127,-0.2231186,0.1298249
0.4639958,426.7202,53.8779,47.74784,0.197837,-0.3220983,0.06481546,-0.03846902,-0.9656818,-0.2211836,0.1306012
0.4763554,426.7202,53.87746,47.74858,0.1985806,-0.3225425,0.06477808,-0.03789101,-0.9658977,-0.2198411,0.1314382
0.4926859,426.7202,53.87706,47.74923,0.1992307,-0.3229451,0.06480823,-0.03714974,-0.9661036,-0.2186265,0.1321599
0.5062373,426.7202,53.87659,47.74992,0.1999169,-0.3234063,0.06476237,-0.03611684,-0.9664105,-0.2169634,0.132941
0.528954,426.7202,53.87603,47.75051,0.2005104,-0.323967,0.06475808,-0.03505818,-0.9667336,-0.2152137,0.1337171
0.5353246,426.7202,53.8756,47.751,0.200998,-0.3243986,0.06478823,-0.03377554,-0.9670933,-0.2133938,0.1343605
0.6354336,426.72,53.875,47.75285,0.2028478,-0.3250063,0.06499389,-0.03253879,-0.9665779,-0.2129776,0.1389571
0.6557856,426.7186,53.8743,47.75471,0.20471,-0.3257005,0.06640536,-0.03072315,-0.9654998,-0.2126132,0.1471803
0.6757548,426.7177,53.8739,47.75498,0.2049762,-0.3260991,0.0672676,-0.02976364,-0.9652739,-0.2115748,0.1503217
0.6969216,426.7172,53.87375,47.75485,0.2048448,-0.3262497,0.0677907,-0.02923319,-0.9654683,-0.2097681,0.1517031
0.7166353,426.7162,53.87374,47.75483,0.2048236,-0.3262602,0.06875422,-0.02825139,-0.9652174,-0.2090156,0.1544989
0.7372586,426.7158,53.87393,47.75481,0.2048049,-0.3260716,0.06925606,-0.02768914,-0.9649426,-0.2094879,0.1556726
0.7535253,426.7153,53.8741,47.7545,0.2044964,-0.3259058,0.06974092,-0.02721687,-0.9645289,-0.2105179,0.1569253
0.7742403,426.7144,53.87425,47.75413,0.2041261,-0.3257535,0.07066301,-0.02633856,-0.9641001,-0.2103395,0.159921
