Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.75,53.83162,47.64045,0.09044109,-0.3683859,0.03499527,-0.0299152,-0.935955,-0.06506573,0.3447602
0.4078037,426.7524,53.83381,47.64845,0.09844419,-0.3661869,0.03256048,-0.03089961,-0.9343286,-0.07863354,0.3462546
0.4323205,426.7544,53.83486,47.65472,0.1047173,-0.3651388,0.03057923,-0.03113124,-0.9328514,-0.08923447,0.347644
0.4394028,426.7551,53.83478,47.65671,0.1067089,-0.3652239,0.02993024,-0.03080606,-0.9326409,-0.09119011,0.3477305
0.4511777,426.756,53.83392,47.65894,0.1089355,-0.3660832,0.02901062,-0.03069716,-0.932263,-0.09321454,0.3482163
0.4651078,426.7567,53.83319,47.66106,0.1110629,-0.3668132,0.02828735,-0.03061206,-0.9319651,-0.09532277,0.3484503
0.4792553,426.7574,53.83238,47.66311,0.1131061,-0.3676207,0.0275522,-0.02988629,-0.9316781,-0.09742695,0.3486987
0.582351,426.7588,53.83585,47.66631,0.1163036,-0.3641537,0.02620621,-0.02891421,-0.9299719,-0.1032618,0.3516439
0.5906917,426.7585,53.83638,47.66974,0.1197401,-0.3636244,0.02651479,-0.02669193,-0.9267462,-0.1113594,0.3578103
0.6889576,426.7557,53.83717,47.67109,0.1210898,-0.3628335,0.02928649,-0.02552705,-0.9236319,-0.1149639,0.3647409
0.708823,426.7522,53.83751,47.67308,0.1230797,-0.3624956,0.03283211,-0.02380304,-0.9184394,-0.1194696,0.376337
0.7294691,426.7516,53.83739,47.67327,0.1232667,-0.3626115,0.03343467,-0.02375831,-0.9173474,-0.1194391,0.3790035
0.7500259,426.7503,53.83714,47.67339,0.1233835,-0.3628668,0.03473165,-0.02362304,-0.9152122,-0.1200359,0.3839531
0.7715434,426.7502,53.83747,47.67266,0.1226629,-0.3625265,0.03485261,-0.02351429,-0.9142463,-0.1197047,0.3863569
0.7873856,426.7491,53.8374,47.67245,0.1224516,-0.3626039,0.03585763,-0.02328939,-0.9120877,-0.1201638,0.3912983
0.8083758,426.7488,53.83705,47.67176,0.1217623,-0.3629478,0.03616472,-0.02368884,-0.910962,-0.1203658,0.3938262
0.8281133,426.7479,53.83681,47.67136,0.1213576,-0.3631946,0.03711752,-0.02316374,-0.9091229,-0.1206606,0.397995
0.8486884,426.7474,53.8367,47.67099,0.1209915,-0.3633023,0.03759066,-0.02277875,-0.9082919,-0.1200345,0.4000984
0.8691589,426.7466,53.83717,47.67088,0.1208781,-0.3628272,0.03837088,-0.02254233,-0.9078022,-0.1193926,0.4014129
