Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,427.3183,54.16037,47.65314,0.1031385,-0.03962803,-0.5333019,-0.0495421,-0.7055042,-0.04135797,0.7057614
0.4402781,427.3183,54.1604,47.65306,0.1030594,-0.03959833,-0.5333214,-0.05005775,-0.7053736,-0.0410781,0.7058719
0.4655295,427.3181,54.16051,47.65311,0.1031077,-0.03948929,-0.5330639,-0.05046108,-0.7060589,-0.04098369,0.7051631
0.4778835,427.318,54.16058,47.65309,0.1030853,-0.03942187,-0.5329667,-0.05034519,-0.7063445,-0.04084228,0.7048935
0.489657,427.318,54.16062,47.65304,0.1030357,-0.03938309,-0.5329956,-0.05013923,-0.7063225,-0.04047905,0.7049512
0.5042167,427.318,54.16061,47.65302,0.1030115,-0.03939065,-0.5329571,-0.05016062,-0.706341,-0.0403073,0.7049411
0.5179994,427.3179,54.1606,47.65303,0.1030253,-0.03939961,-0.5328981,-0.05014153,-0.7062849,-0.04020549,0.7050043
0.5696366,427.3183,54.16052,47.65282,0.1028148,-0.03947842,-0.5333188,-0.05010187,-0.7059968,-0.04049426,0.7052792
0.591902,427.3181,54.16054,47.6531,0.1030997,-0.03946229,-0.5331371,-0.05004728,-0.7056919,-0.04057264,0.7055836
0.6050417,427.3182,54.1605,47.65313,0.1031296,-0.03949904,-0.5331671,-0.05003523,-0.7056091,-0.04066522,0.705662
0.625663,427.3182,54.16041,47.6531,0.1030931,-0.03958755,-0.5332441,-0.04993841,-0.7056111,-0.04081061,0.7056584
0.6463223,427.3181,54.16043,47.65322,0.1032212,-0.03956748,-0.5331346,-0.04991557,-0.7055944,-0.04091658,0.7056707
0.6664264,427.3181,54.16034,47.65318,0.1031723,-0.03966258,-0.5331337,-0.04987161,-0.7056997,-0.04097646,0.7055649
0.6869237,427.3181,54.16028,47.65324,0.1032317,-0.03972351,-0.5330655,-0.04981583,-0.7056843,-0.04111673,0.7055762
0.7073092,427.3181,54.16019,47.65322,0.1032142,-0.03981036,-0.5330825,-0.04991536,-0.7057073,-0.04105078,0.70555
0.7282841,427.3181,54.16003,47.65321,0.1032079,-0.03996838,-0.5330721,-0.04996272,-0.7057432,-0.04136711,0.7054921
0.7487015,427.3179,54.15997,47.65333,0.1033268,-0.04003616,-0.5329199,-0.04970428,-0.705746,-0.04145382,0.7055026
0.7693052,427.3179,54.15998,47.65333,0.1033272,-0.04001511,-0.5329191,-0.0495013,-0.7056357,-0.04126147,0.7056383
0.7864301,427.3178,54.16007,47.6534,0.1033962,-0.03993354,-0.5328026,-0.04950497,-0.7055009,-0.04108761,0.7057831
