Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.4226183,0,0.9063079
0.02,426.785,54.2,47.55,0,0,0,0,-0.4226183,0,0.9063079
0.3533334,427.2999,54.17353,47.7487,0.4831885,-0.02646577,-0.2667295,-0.02063373,-0.6862133,-0.02025245,0.7268258
0.4457141,427.301,54.17422,47.74833,0.4835904,-0.02578163,-0.2677805,-0.02391919,-0.6872556,-0.02242077,0.7256757
0.4714237,427.3014,54.1747,47.74869,0.4841227,-0.02530305,-0.267857,-0.02512997,-0.6872501,-0.02420758,0.7255825
0.4830171,427.3016,54.17482,47.749,0.4844848,-0.02517945,-0.2678095,-0.02514667,-0.6869127,-0.02482842,0.7258804
0.4953956,427.3016,54.17482,47.74891,0.4844474,-0.02518589,-0.2679029,-0.02488055,-0.6867499,-0.02482027,0.7260438
0.5101988,427.3018,54.17499,47.74913,0.484726,-0.02501164,-0.2678897,-0.02480263,-0.6863111,-0.02530924,0.7264444
0.524424,427.3019,54.17499,47.749,0.484675,-0.02500919,-0.2680323,-0.02487663,-0.6861545,-0.02520329,0.7265935
0.5368627,427.302,54.17514,47.74923,0.4849423,-0.02485705,-0.2679933,-0.02490647,-0.685706,-0.0257955,0.7269951
0.5506731,427.3021,54.17521,47.74927,0.485005,-0.02479156,-0.2680005,-0.02543533,-0.6855352,-0.02634314,0.7271182
0.565327,427.3021,54.17514,47.74922,0.4849599,-0.02486426,-0.2680264,-0.02559271,-0.6856104,-0.02654105,0.7270345
0.5792159,427.3022,54.1753,47.74946,0.4852766,-0.02470548,-0.2680272,-0.02636357,-0.6855069,-0.0275464,0.7270671
0.5932657,427.3024,54.1754,47.74949,0.4854078,-0.02460089,-0.2681383,-0.02684203,-0.6855941,-0.02803108,0.726949
0.6075165,427.3026,54.17549,47.74952,0.4855416,-0.02451235,-0.2682593,-0.02734415,-0.6857525,-0.02850841,0.7267622
0.6203325,427.3028,54.17554,47.74946,0.4856344,-0.02446108,-0.2684607,-0.02784927,-0.6858559,-0.02895628,0.7266277
0.6344618,427.3031,54.17559,47.74934,0.4857075,-0.02440575,-0.2687347,-0.02825658,-0.686047,-0.02961397,0.7264051
0.6492658,427.3033,54.17565,47.74923,0.4857782,-0.02435025,-0.2689852,-0.02885742,-0.6861319,-0.03039372,0.7262691
0.6630712,427.3035,54.17572,47.74931,0.4859521,-0.02428144,-0.2690769,-0.02939735,-0.6862752,-0.03106096,0.7260837
0.6773412,427.3036,54.17576,47.74935,0.4860916,-0.02424253,-0.2691785,-0.02972594,-0.686155,-0.03204631,0.7261412
0.6922233,427.3038,54.17588,47.74943,0.486277,-0.02412578,-0.2692652,-0.03013267,-0.6860408,-0.03274753,0.726201
0.704533,427.304,54.17601,47.74954,0.4864668,-0.02398839,-0.269324,-0.03078567,-0.6857946,-0.03325028,0.7263833
0.7194365,427.3042,54.17615,47.74965,0.4866453,-0.0238548,-0.2693739,-0.03122604,-0.6855252,-0.03337895,0.7266129
0.7351255,427.3043,54.17634,47.74971,0.4867677,-0.02366388,-0.2694222,-0.03161443,-0.6852591,-0.03379664,0.7268277
0.7496157,427.3044,54.17652,47.74977,0.4868868,-0.02348039,-0.2694635,-0.03181174,-0.6850486,-0.03413685,0.7270016
0.7641729,427.3046,54.17665,47.74976,0.4869807,-0.02335545,-0.2695993,-0.03223066,-0.6848524,-0.03420395,0.7271649
0.7781733,427.3048,54.17691,47.74983,0.4871948,-0.02309451,-0.2697367,-0.0328632,-0.6846341,-0.03463479,0.7273216
0.7929432,427.3049,54.17699,47.74978,0.4872181,-0.02301052,-0.2698469,-0.0330914,-0.6848502,-0.0346091,0.727109
0.8077853,427.305,54.17703,47.74968,0.4871808,-0.02296671,-0.2699614,-0.03327149,-0.6851246,-0.03462034,0.7268417
0.8211249,427.305,54.17707,47.74954,0.4871132,-0.02293079,-0.2700997,-0.03344911,-0.6853634,-0.03452624,0.7266129
0.8367934,427.3051,54.1771,47.74933,0.4869995,-0.02289825,-0.2702803,-0.03349013,-0.6857014,-0.03481552,0.7262783
0.8508599,427.3051,54.17714,47.7492,0.4869342,-0.02285912,-0.2704208,-0.03387243,-0.6859778,-0.03489009,0.7259958
0.8636844,427.3052,54.17698,47.7492,0.4869734,-0.02301988,-0.2704538,-0.03406209,-0.6862304,-0.03496158,0.7257447
0.8786616,427.3052,54.17685,47.74924,0.4870333,-0.02314771,-0.2704614,-0.0344822,-0.6863348,-0.03526785,0.7256114
0.8927175,427.3053,54.17681,47.74925,0.4870685,-0.02319518,-0.2704959,-0.03493137,-0.6864455,-0.03533242,0.7254821
0.9077786,427.3053,54.17682,47.74924,0.4870818,-0.0231857,-0.2705232,-0.03552667,-0.686287,-0.03546893,0.7255963
0.9211345,427.3054,54.17688,47.74923,0.487096,-0.02311916,-0.2705639,-0.0358626,-0.6860955,-0.03595801,0.7257369
