Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.786,54.1865,47.55633,0.006326139,-0.01350382,-0.0009918809,-0.04276802,-0.7220839,-0.05345583,0.68841
0.4196143,426.7869,54.18674,47.55638,0.006379098,-0.01325478,-0.00185112,-0.04462144,-0.7208052,-0.05483671,0.6895229
0.4390786,426.787,54.18674,47.55611,0.006108522,-0.01325995,-0.002051028,-0.04341099,-0.7192571,-0.05396491,0.6912833
0.4567317,426.7869,54.18687,47.55603,0.006028011,-0.01313321,-0.001868846,-0.04208167,-0.7184768,-0.05357942,0.6922063
0.4691252,426.7866,54.18687,47.55615,0.006149039,-0.01313333,-0.00162989,-0.04161282,-0.7179136,-0.05394062,0.6927907
0.4812692,426.7864,54.18695,47.55627,0.006263059,-0.01304837,-0.00142892,-0.04123269,-0.7175338,-0.05423051,0.6931841
0.4956549,426.7863,54.18695,47.55661,0.006603707,-0.01305316,-0.001305697,-0.04107396,-0.7174341,-0.05468689,0.6932609
0.5090398,426.7863,54.18693,47.55685,0.006842029,-0.01306805,-0.001264841,-0.04100757,-0.7172611,-0.05481768,0.6934334
0.5214545,426.7863,54.18695,47.55719,0.007187252,-0.01305525,-0.001326489,-0.04080889,-0.7172996,-0.05481852,0.6934053
0.5372502,426.7865,54.18699,47.55754,0.007533796,-0.01301669,-0.001451825,-0.0407505,-0.7174561,-0.05494679,0.6932366
0.5511,426.7866,54.18707,47.55783,0.007824014,-0.01293561,-0.001605081,-0.04067655,-0.7176393,-0.05477533,0.693065
0.5646514,426.7868,54.18726,47.55805,0.008049469,-0.01273717,-0.001761165,-0.0404777,-0.7180158,-0.05460099,0.6927003
0.5775779,426.787,54.18786,47.55813,0.008128721,-0.01213941,-0.002007042,-0.04049946,-0.7184501,-0.05465496,0.6922444
0.5917463,426.7871,54.18799,47.55819,0.008181784,-0.01200987,-0.002097836,-0.04103206,-0.7186903,-0.05465853,0.6919633
0.6058137,426.7873,54.18809,47.55821,0.008208222,-0.01191332,-0.002324742,-0.04140508,-0.7190569,-0.05449988,0.6915727
0.6199498,426.7875,54.18811,47.55804,0.008041595,-0.0118953,-0.002506241,-0.04176784,-0.7194472,-0.05445204,0.6911485
0.6329038,426.7876,54.18807,47.55791,0.007905878,-0.01193066,-0.002631474,-0.04213682,-0.719861,-0.05418461,0.6907161
0.6480826,426.7878,54.18803,47.55774,0.007730986,-0.01197582,-0.002779665,-0.04261524,-0.7201734,-0.05391908,0.6903819
0.6619669,426.7878,54.18791,47.55759,0.007589002,-0.01208765,-0.002834206,-0.04301155,-0.7204598,-0.05368576,0.6900765
