Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,427.1373,54.23182,47.56392,0.01391673,0.03181607,-0.3523236,-0.06070632,-0.7555102,-0.06709281,0.648859
0.45103,427.1378,54.23258,47.56195,0.01194394,0.03257996,-0.352852,-0.06445588,-0.757424,-0.06588569,0.6463851
0.4821616,427.1382,54.23362,47.56087,0.0108653,0.03362235,-0.3531363,-0.06589177,-0.7581012,-0.06559182,0.6454757
0.4952239,427.1382,54.23401,47.56054,0.01054063,0.03400998,-0.3532511,-0.06612264,-0.758346,-0.06547461,0.6451762
0.5079463,427.1383,54.23386,47.56059,0.010591,0.03385549,-0.3533452,-0.06601101,-0.7584001,-0.06522846,0.645149
0.5218027,427.1384,54.23368,47.56054,0.01053833,0.03367873,-0.3533832,-0.06608974,-0.7583632,-0.06511053,0.6451962
0.5361494,427.1385,54.23349,47.56048,0.01047494,0.03349416,-0.3534592,-0.06599613,-0.7583487,-0.0652165,0.6452122
0.5493906,427.1385,54.23341,47.5605,0.010495,0.03340693,-0.3534867,-0.0657315,-0.7583301,-0.06520143,0.6452626
0.563446,427.1382,54.23318,47.56082,0.01081765,0.03317539,-0.3532296,-0.06501635,-0.7581282,-0.06505493,0.645587
0.5762606,427.138,54.23311,47.56105,0.01104561,0.03310792,-0.3529608,-0.06461681,-0.7578999,-0.06507473,0.6458931
0.5903981,427.1379,54.233,47.56116,0.01115925,0.03299905,-0.352908,-0.06451384,-0.7574841,-0.06489798,0.6464088
0.6040505,427.1379,54.23301,47.56109,0.01108779,0.03300664,-0.3529481,-0.06415695,-0.7571684,-0.06534776,0.6467687
0.6236513,427.1381,54.23302,47.5612,0.0111988,0.03301926,-0.3530582,-0.06397047,-0.7571193,-0.06568565,0.6468104
0.6328713,427.138,54.23306,47.56134,0.01133832,0.03305343,-0.3529661,-0.0641756,-0.7567461,-0.06567914,0.6472274
0.6456084,427.138,54.23308,47.56163,0.01163052,0.0330761,-0.3529923,-0.06420881,-0.7567193,-0.06562077,0.6472614
0.6603265,427.1382,54.23322,47.56171,0.01170709,0.03321373,-0.3531658,-0.06330921,-0.7566288,-0.0662868,0.6473879
0.6738328,427.1383,54.2331,47.56193,0.01192628,0.03309993,-0.3532976,-0.06300572,-0.7564936,-0.06669749,0.6475334
0.6868306,427.1384,54.23315,47.56216,0.01216243,0.03315152,-0.3533745,-0.06272923,-0.7563086,-0.06720657,0.6477236
0.7013146,427.1384,54.23295,47.56239,0.01238277,0.03294739,-0.3533752,-0.06289823,-0.7561429,-0.06745821,0.6478744
