Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,428.0434,54.28159,47.90186,0.3518505,0.08158565,-1.258395,0.004836044,-0.7139359,0.0223555,0.6998376
0.4239791,428.0436,54.2819,47.90221,0.3522112,0.08190276,-1.258597,0.004310383,-0.7133896,0.02129329,0.7004309
0.4500663,428.0437,54.28198,47.90246,0.3524564,0.08197766,-1.258717,0.003980852,-0.7128257,0.02041556,0.7010328
0.4631608,428.0438,54.28201,47.90255,0.3525448,0.08201182,-1.258745,0.003845695,-0.7126453,0.02004278,0.7012278
0.4757902,428.0437,54.28217,47.90263,0.3526279,0.08216928,-1.2587,0.003840772,-0.7126178,0.01996407,0.7012579
0.4907932,428.0437,54.2823,47.9027,0.3527008,0.08230194,-1.258668,0.003951611,-0.7125998,0.0198071,0.7012801
0.5033894,428.0436,54.2824,47.90274,0.3527369,0.08239824,-1.258648,0.003941855,-0.7126106,0.01974885,0.7012708
0.5169907,428.0436,54.28248,47.90277,0.3527662,0.08248181,-1.25864,0.003918208,-0.7125964,0.01969593,0.7012869
0.5321928,428.0436,54.28254,47.90284,0.3528405,0.08253957,-1.258626,0.003932967,-0.7126265,0.01952094,0.7012612
0.5460358,428.0436,54.28256,47.90295,0.3529484,0.0825589,-1.258609,0.003871691,-0.7126693,0.01943363,0.7012203
0.5612034,428.0436,54.28258,47.90302,0.3530213,0.0825754,-1.258607,0.003832921,-0.7126546,0.01941023,0.7012361
0.576368,428.0437,54.28235,47.90298,0.352982,0.08235242,-1.258729,0.003606655,-0.7126958,0.0191124,0.7012036
0.6018527,428.0437,54.28263,47.90296,0.3529593,0.08263443,-1.258673,0.003219235,-0.7128239,0.01837974,0.7010949
0.632879,428.0438,54.28278,47.90293,0.3529236,0.08277953,-1.258756,0.003137948,-0.7127783,0.01816041,0.7011474
0.6614515,428.0439,54.28292,47.90299,0.3529876,0.08292246,-1.258848,0.002899756,-0.71282,0.01774574,0.7011166
0.6901596,428.0439,54.28312,47.90314,0.3531374,0.08311398,-1.25887,0.002263834,-0.7126315,0.01718039,0.7013246
0.7184833,428.0439,54.2833,47.90331,0.3533098,0.08330245,-1.258928,0.00179573,-0.7124912,0.01661383,0.7014821
0.744727,428.0441,54.28356,47.9034,0.3533958,0.08356022,-1.259132,0.00176803,-0.7123367,0.01655606,0.7016404
0.7724059,428.0444,54.2837,47.90344,0.353434,0.08370037,-1.259426,0.001339106,-0.7122662,0.01631706,0.7017186
0.8000481,428.0446,54.28365,47.90337,0.3533637,0.08365419,-1.259609,0.001461797,-0.7121331,0.01569046,0.7018678
