Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,427.7216,54.61403,47.46228,-0.08771832,0.4140238,-0.9365536,-0.09331501,-0.5182216,-0.04876416,0.8487408
0.3972054,427.7203,54.61449,47.46227,-0.08772875,0.4144896,-0.93534,-0.09297402,-0.5183322,-0.04792242,0.8487586
0.4205133,427.7196,54.61497,47.46234,-0.08766334,0.4149673,-0.9346424,-0.09282929,-0.5184,-0.04760251,0.848751
0.42827,427.7195,54.61507,47.46239,-0.08761365,0.4150667,-0.9344708,-0.09285676,-0.5183908,-0.04767261,0.8487497
0.4359939,427.7196,54.61489,47.46248,-0.08752006,0.4148904,-0.9346153,-0.09293132,-0.5181761,-0.04773826,0.8488688
0.4539918,427.7191,54.61497,47.46267,-0.08733364,0.4149753,-0.9341418,-0.09356795,-0.5175611,-0.04754362,0.849185
0.4681172,427.7189,54.61504,47.46261,-0.08738989,0.4150427,-0.9339136,-0.09370785,-0.5175132,-0.04752286,0.8492
0.4811067,427.7188,54.61506,47.46246,-0.08754787,0.4150631,-0.9337445,-0.09358642,-0.5174217,-0.04737958,0.849277
0.4954327,427.7186,54.61512,47.46254,-0.08746395,0.4151154,-0.9336172,-0.09353172,-0.5173437,-0.04735935,0.8493317
0.5095848,427.7184,54.61524,47.46268,-0.08732208,0.4152374,-0.9334141,-0.0934851,-0.5172347,-0.04729131,0.8494071
0.5219958,427.7183,54.61523,47.46282,-0.08718614,0.4152278,-0.9333009,-0.09332252,-0.5173224,-0.04737599,0.8493668
0.5376043,427.718,54.61508,47.46312,-0.08688758,0.4150803,-0.9329818,-0.09310996,-0.517401,-0.04746614,0.8493373
0.5509976,427.7177,54.61507,47.46334,-0.08666658,0.4150652,-0.9326589,-0.09280308,-0.5175712,-0.04746701,0.8492671
0.5649992,427.7177,54.61516,47.46367,-0.08633415,0.415159,-0.932667,-0.09211157,-0.5179598,-0.04756125,0.8491002
0.5791013,427.7177,54.61505,47.46404,-0.08596356,0.4150496,-0.9326704,-0.09170189,-0.5180585,-0.047537,0.8490856
0.5932921,427.7175,54.61486,47.46422,-0.08578344,0.414861,-0.9324861,-0.09113904,-0.5182416,-0.0468854,0.8490708
0.6072701,427.717,54.61474,47.46416,-0.08584314,0.4147411,-0.9319861,-0.09041508,-0.5182563,-0.04672302,0.8491482
0.6205044,427.7165,54.6142,47.46409,-0.08590914,0.4141951,-0.9314507,-0.09041779,-0.5180401,-0.04605037,0.8493165
0.634311,427.7161,54.61361,47.4638,-0.08620106,0.4136122,-0.9311112,-0.09016057,-0.5180201,-0.04602648,0.8493574
