Time,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
1.281652,426.785,53.775,47.55,-0.05684589,-0.619054,-0.05181172,0.7815729
1.302309,426.785,53.775,47.55,-0.05691238,-0.6193086,-0.05164707,0.7813773
1.322605,426.785,53.775,47.55,-0.0573191,-0.6194224,-0.05169811,0.7812539
1.343224,426.785,53.775,47.55,-0.05729426,-0.6192683,-0.05142986,0.7813957
1.364191,426.785,53.775,47.55,-0.0576246,-0.619173,-0.05154064,0.7814396
1.380116,426.785,53.775,47.55,-0.05770347,-0.6188982,-0.05176879,0.7816364
1.400548,426.785,53.775,47.55,-0.05788525,-0.6189237,-0.05189691,0.7815942
1.420749,426.785,53.775,47.55,-0.05817913,-0.6189452,-0.05181245,0.781561
1.441594,426.785,53.775,47.55,-0.05852626,-0.6190493,-0.0512891,0.7814872
1.46209,426.785,53.775,47.55,-0.05857064,-0.6191676,-0.0510539,0.7814054
1.482478,426.785,53.775,47.55,-0.05836972,-0.618969,-0.05126561,0.781564
1.502934,426.785,53.775,47.55,-0.05812164,-0.6188541,-0.05130781,0.7816707
1.523368,426.785,53.775,47.55,-0.05773589,-0.6190323,-0.05147992,0.781547
1.539617,426.785,53.775,47.55,-0.05782224,-0.6191673,-0.05145796,0.781435
1.560445,426.785,53.775,47.55,-0.05801766,-0.6193406,-0.05108983,0.7813072
1.580731,426.785,53.775,47.55,-0.058275,-0.6195463,-0.05047736,0.7811649
1.60122,426.785,53.775,47.55,-0.05832141,-0.619908,-0.05009697,0.7808988
1.621652,426.785,53.775,47.55,-0.05805882,-0.6205255,-0.04986669,0.7804426
1.642034,426.785,53.775,47.55,-0.05816501,-0.6208289,-0.05014193,0.7801757
1.662543,426.785,53.775,47.55,-0.05783574,-0.6219613,-0.04999952,0.779307
1.682922,426.785,53.775,47.55,-0.05776328,-0.6225119,-0.04973911,0.7788892
1.699444,426.785,53.775,47.55,-0.05800055,-0.6231225,-0.04931833,0.77841
1.720128,426.785,53.775,47.55,-0.05811329,-0.6239429,-0.04872253,0.7777817
1.74038,426.785,53.775,47.55,-0.05809285,-0.6244459,-0.04835368,0.7774024
1.76067,426.785,53.775,47.55,-0.05811001,-0.6250857,-0.04851907,0.7768766
1.781759,426.785,53.775,47.55,-0.05798128,-0.6252567,-0.04885582,0.7767274
1.801828,426.785,53.775,47.55,-0.05778199,-0.6257675,-0.04887225,0.7763296
1.822582,426.785,53.775,47.55,-0.05767124,-0.6256241,-0.04844312,0.7764804
1.84263,426.785,53.775,47.55,-0.05735997,-0.625873,-0.04808941,0.7763249
1.863629,426.785,53.775,47.55,-0.05740007,-0.6258412,-0.04831805,0.7763333
1.883762,426.785,53.775,47.55,-0.05703645,-0.6260693,-0.04832123,0.776176
1.900229,426.785,53.775,47.55,-0.05678818,-0.626148,-0.04857237,0.776115
1.920696,426.785,53.775,47.55,-0.05668673,-0.6261046,-0.04868743,0.7761503
1.940848,426.785,53.775,47.55,-0.05649455,-0.6262038,-0.04824555,0.7761118
1.961564,426.785,53.775,47.55,-0.05665646,-0.6259789,-0.04795823,0.7762993
1.982421,426.785,53.775,47.55,-0.05684214,-0.6260797,-0.04717648,0.7762523
2.002654,426.785,53.775,47.55,-0.05663501,-0.6260601,-0.0468168,0.776305
2.023004,426.785,53.775,47.55,-0.05656454,-0.6260011,-0.04679333,0.7763592
2.043505,426.785,53.775,47.55,-0.05651549,-0.6258639,-0.04634017,0.7765006
2.059742,426.785,53.775,47.55,-0.0566632,-0.6259219,-0.04615992,0.7764537
2.080526,426.785,53.775,47.55,-0.0566783,-0.6263202,-0.04566278,0.7761608
2.100679,426.785,53.775,47.55,-0.05670041,-0.6262514,-0.04539862,0.7762302
2.121293,426.785,53.775,47.55,-0.05662165,-0.6262494,-0.04530685,0.7762429
2.141753,426.785,53.775,47.55,-0.0563741,-0.6263654,-0.04497021,0.7761869
2.163189,426.785,53.775,47.55,-0.0558704,-0.626479,-0.04534363,0.7761098
2.182842,426.785,53.775,47.55,-0.05528484,-0.6267897,-0.0454039,0.7758974
2.203287,426.785,53.775,47.55,-0.05543717,-0.6267078,-0.04517883,0.7759658
2.223705,426.785,53.775,47.55,-0.05551215,-0.6267512,-0.04499374,0.7759362
2.239999,426.785,53.775,47.55,-0.05580856,-0.6268829,-0.04486338,0.7758161
2.260558,426.785,53.775,47.55,-0.05567499,-0.6270965,-0.04486407,0.775653
2.281267,426.785,53.775,47.55,-0.05507135,-0.6271837,-0.04497049,0.7756194
2.301449,426.785,53.775,47.55,-0.05483807,-0.6274434,-0.04485554,0.7754325
2.322129,426.785,53.775,47.55,-0.0547544,-0.6277264,-0.04454779,0.7752271
2.342464,426.785,53.775,47.55,-0.05468149,-0.6279578,-0.04424037,0.7750624
2.363045,426.785,53.775,47.55,-0.05461339,-0.628022,-0.04409671,0.7750235
2.38325,426.785,53.775,47.55,-0.05445597,-0.6281497,-0.04387693,0.7749436
2.399837,426.785,53.775,47.55,-0.05419328,-0.628222,-0.04383848,0.7749055
2.420383,426.785,53.775,47.55,-0.05412128,-0.6280624,-0.04385483,0.775039
2.444684,426.785,53.775,47.55,-0.05368391,-0.6280397,-0.04402233,0.7750782
2.461075,426.785,53.775,47.55,-0.05330962,-0.6280353,-0.04406965,0.7751049
2.481773,426.785,53.775,47.55,-0.05348324,-0.6281444,-0.04363516,0.7750292
2.502201,426.785,53.775,47.55,-0.05352934,-0.6280876,-0.04325802,0.7750932
2.522802,426.785,53.775,47.55,-0.05378941,-0.6276913,-0.04292155,0.7754148
2.543124,426.785,53.775,47.55,-0.0537289,-0.6277583,-0.04283357,0.7753696
2.563539,426.785,53.775,47.55,-0.05332438,-0.6276876,-0.04305054,0.7754428
2.579758,426.785,53.775,47.55,-0.05318588,-0.627687,-0.04295046,0.7754584
2.60031,426.785,53.775,47.55,-0.05295113,-0.6277984,-0.04277558,0.7753938
2.620973,426.785,53.775,47.55,-0.05312709,-0.6278622,-0.04248524,0.7753463
2.641445,426.785,53.775,47.55,-0.05309004,-0.627857,-0.04230151,0.7753628
2.661906,426.785,53.775,47.55,-0.05302262,-0.6278678,-0.0421597,0.7753665
2.682415,426.785,53.775,47.55,-0.05276509,-0.6280742,-0.04166858,0.7752436
2.702972,426.785,53.775,47.55,-0.05252999,-0.6280491,-0.04166951,0.7752797
2.723378,426.785,53.775,47.55,-0.05217087,-0.6279656,-0.04166735,0.7753718
2.743737,426.785,53.775,47.55,-0.0521863,-0.6280935,-0.04159317,0.7752711
2.760015,426.785,53.775,47.55,-0.05217136,-0.6281732,-0.04135957,0.77522
2.780976,426.785,53.775,47.55,-0.0523096,-0.6280358,-0.04121054,0.77533
2.801057,426.785,53.775,47.55,-0.05218261,-0.6278252,-0.04078304,0.7755316
2.821768,426.785,53.775,47.55,-0.05220909,-0.6278234,-0.04086817,0.7755269
2.842178,426.785,53.775,47.55,-0.0520859,-0.6278333,-0.04085481,0.7755278
2.862843,426.785,53.775,47.55,-0.0517678,-0.627834,-0.04085356,0.7755486
2.883286,426.785,53.775,47.55,-0.0513846,-0.6278392,-0.04059204,0.7755836
2.903681,426.785,53.775,47.55,-0.05120618,-0.6280059,-0.04016953,0.7754825
2.923962,426.785,53.775,47.55,-0.05100058,-0.6281166,-0.04000339,0.7754149
2.940553,426.785,53.775,47.55,-0.05089359,-0.6280818,-0.03988226,0.7754564
2.9654,426.785,53.775,47.55,-0.05082649,-0.6276779,-0.03985939,0.775789
2.9815,426.785,53.775,47.55,-0.05085225,-0.627412,-0.03973874,0.7760085
3.002155,426.785,53.775,47.55,-0.05096877,-0.6278183,-0.03918121,0.7757005
