Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,0,0,1
0.02,426.785,54.2,47.55,0,0,0,0,0,0,1
0.3533334,427.5486,54.00491,48.23984,0.7635736,-0.1950945,0.68984,-0.07102402,-0.7433416,-0.03728805,0.6640847
0.4467942,427.5484,54.00447,48.24091,0.7633615,-0.1955298,0.6909089,-0.06834205,-0.7430037,-0.035429,0.6648457
0.4785486,427.5482,54.00418,48.24225,0.7631925,-0.1958242,0.6922458,-0.06671854,-0.7413679,-0.03495857,0.6668585
0.5014237,427.5483,54.00415,48.24315,0.763306,-0.195849,0.6931486,-0.06599002,-0.7399533,-0.03515416,0.6684898
0.513916,427.5485,54.00416,48.24342,0.7635031,-0.1958422,0.6934112,-0.06598271,-0.7394293,-0.03537449,0.6690585
0.5263956,427.5487,54.00411,48.24359,0.7636995,-0.1958923,0.6935827,-0.06602732,-0.7387037,-0.03562507,0.6698419
0.5404742,427.549,54.0041,48.24368,0.7639449,-0.1959036,0.693673,-0.06582662,-0.7381529,-0.03586593,0.6704556
0.5539684,427.5492,54.00418,48.24374,0.7641689,-0.1958188,0.693742,-0.06576503,-0.7376053,-0.03591899,0.6710612
0.5687497,427.5493,54.00428,48.24383,0.764351,-0.1957158,0.6938247,-0.06607826,-0.737066,-0.03625186,0.6716049
0.5823463,427.5495,54.00438,48.24392,0.7645258,-0.1956198,0.6939192,-0.06642145,-0.7367017,-0.03645308,0.6719599
0.5962942,427.5497,54.00441,48.24396,0.7647414,-0.1955953,0.6939555,-0.06690671,-0.7364188,-0.03677628,0.6722041
0.6102362,427.55,54.00436,48.24401,0.7649873,-0.1956404,0.6940067,-0.06735298,-0.7362128,-0.03711599,0.6723665
0.6287301,427.5502,54.0043,48.24419,0.7651779,-0.1956962,0.6941851,-0.0677826,-0.7360713,-0.0369467,0.6724875
0.6376907,427.5505,54.00429,48.24416,0.7655196,-0.1957119,0.6941519,-0.0679828,-0.7359257,-0.03691479,0.6726285
0.6511109,427.5509,54.00431,48.24415,0.7658601,-0.1956926,0.6941464,-0.06804437,-0.7358438,-0.03690526,0.6727123
0.666033,427.5511,54.00429,48.24412,0.7661405,-0.195711,0.6941195,-0.06836417,-0.7358626,-0.03688201,0.6726606
