Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.5517,54.62252,47.52359,-0.02640906,0.4225145,0.2332756,0.04697832,-0.689573,0.02939088,0.7220932
0.436985,426.5519,54.62247,47.52355,-0.02645549,0.4224721,0.2330946,0.04637594,-0.6897417,0.02916796,0.7219799
0.4760197,426.5518,54.62282,47.52333,-0.02667067,0.4228164,0.2332234,0.04657386,-0.6893837,0.02817727,0.7223483
0.4889061,426.5518,54.62297,47.52325,-0.02674861,0.4229724,0.2332524,0.04651511,-0.6893079,0.02742299,0.7224536
0.4990025,426.5518,54.62303,47.52319,-0.02680951,0.4230255,0.2332605,0.0463674,-0.6894653,0.02734611,0.7223157
0.5118213,426.5518,54.62298,47.52316,-0.02684378,0.4229793,0.2332448,0.04572026,-0.6898016,0.02727869,0.7220383
0.5267786,426.5518,54.62291,47.5231,-0.02690578,0.4229096,0.2332284,0.04526044,-0.6899837,0.02703246,0.7219025
0.5405427,426.5518,54.62277,47.523,-0.02700532,0.4227663,0.2332026,0.04510733,-0.690144,0.02662524,0.721774
0.554132,426.5518,54.62256,47.52287,-0.02713796,0.4225581,0.2331448,0.04484604,-0.6903731,0.02689973,0.721561
0.5684559,426.5519,54.62229,47.52276,-0.02724273,0.4222903,0.2330598,0.04450348,-0.6905705,0.02741061,0.721374
0.5827506,426.5518,54.62225,47.52279,-0.02721677,0.4222482,0.2331854,0.04478406,-0.6907021,0.02790008,0.7212121
0.5960838,426.5517,54.62225,47.52279,-0.02721027,0.4222437,0.2333233,0.04478614,-0.6907409,0.02801705,0.7211701
0.6160482,426.5516,54.62231,47.5227,-0.02730043,0.4223097,0.2334305,0.04475373,-0.6906404,0.02829721,0.7212574
0.6274025,426.5515,54.62243,47.52248,-0.0275185,0.422428,0.2335137,0.04464575,-0.6906033,0.02823513,0.721302
0.6384934,426.5514,54.62253,47.52227,-0.0277347,0.4225297,0.2335805,0.04423166,-0.690558,0.0282564,0.7213702
0.6514536,426.5515,54.62247,47.52222,-0.02777797,0.4224682,0.2335367,0.04401074,-0.6906283,0.02848237,0.7213075
0.6661299,426.5515,54.62241,47.52217,-0.02782742,0.4224088,0.2334851,0.04362138,-0.6907568,0.02865148,0.7212014
0.6797757,426.5517,54.62233,47.52213,-0.02787853,0.4223274,0.2333096,0.04352832,-0.6906705,0.02843945,0.721298
0.6958326,426.5519,54.62227,47.52209,-0.02791528,0.4222728,0.2330944,0.04363777,-0.6907386,0.02816072,0.7212372
0.7102633,426.5521,54.62226,47.52205,-0.02795022,0.4222654,0.2329148,0.04349033,-0.690697,0.02807724,0.7212892
