Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,427.5439,54.03918,48.38099,0.8309886,-0.1608157,-0.7589109,-0.02058201,-0.7171578,-0.03028763,0.6959482
0.4402284,427.5441,54.03909,48.38112,0.831117,-0.1609068,-0.7591217,-0.02101839,-0.7165311,-0.03130974,0.6965352
0.4691949,427.5431,54.0393,48.38132,0.8313133,-0.1607053,-0.7580902,-0.02046873,-0.716253,-0.03069359,0.6968649
0.4862073,427.5427,54.03972,48.3811,0.8310997,-0.1602809,-0.7576658,-0.02034822,-0.7161836,-0.03049112,0.6969487
0.4957339,427.5429,54.03992,48.38118,0.8311723,-0.1600839,-0.7578614,-0.02041999,-0.7162395,-0.030538,0.6968871
0.5090908,427.5431,54.04001,48.38139,0.8313823,-0.1599902,-0.7581043,-0.02059504,-0.7162691,-0.03056074,0.6968505
0.5226073,427.5432,54.04008,48.38153,0.8315232,-0.159924,-0.7582044,-0.02063996,-0.7164136,-0.03060976,0.6966986
0.5366464,427.5428,54.03995,48.38155,0.8315519,-0.1600494,-0.7578262,-0.02068021,-0.7165424,-0.0306017,0.6965652
0.6059721,427.5433,54.03918,48.38103,0.8310314,-0.1608222,-0.7582561,-0.02043362,-0.7165696,-0.0307789,0.6965367
0.6307678,427.5434,54.03909,48.38143,0.8314285,-0.1609075,-0.7583582,-0.0205139,-0.7168882,-0.03056615,0.6962157
0.6509684,427.5432,54.0391,48.38176,0.8317614,-0.1609036,-0.7582496,-0.02034963,-0.7170604,-0.03051967,0.6960453
0.6677815,427.5435,54.03933,48.38157,0.8315668,-0.1606742,-0.7584482,-0.02033814,-0.7170179,-0.03076462,0.6960787
0.6880026,427.5439,54.03967,48.38099,0.8309914,-0.1603324,-0.7589378,-0.02062322,-0.7169772,-0.03098102,0.6961026
0.704807,427.5439,54.03959,48.38126,0.83126,-0.1604161,-0.7588754,-0.02070031,-0.717051,-0.03111077,0.6960185
0.7242224,427.5438,54.03929,48.38144,0.8314354,-0.1607081,-0.7587933,-0.02081103,-0.7171006,-0.030892,0.6959738
0.7444304,427.5438,54.03916,48.38133,0.8313264,-0.160843,-0.7588169,-0.02085491,-0.7172085,-0.03079494,0.6958656
0.7655684,427.5436,54.0387,48.38157,0.8315696,-0.1612971,-0.7586131,-0.02087439,-0.717293,-0.03062327,0.6957855
0.7896292,427.5432,54.03773,48.38126,0.8312584,-0.1622654,-0.7582455,-0.02045029,-0.7172288,-0.02997788,0.6958923
0.8060843,427.5431,54.03792,48.38145,0.8314466,-0.1620834,-0.7581208,-0.02039347,-0.717181,-0.02941969,0.6959671
