Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.0613,54.15813,48.25976,0.7097537,-0.04186919,0.7237251,0.01263703,-0.9957021,-0.04842348,0.07792807
0.406248,426.0624,54.15383,48.25911,0.709105,-0.04617276,0.7226102,0.01664697,-0.9963986,-0.02521771,0.07922721
0.4550003,426.0632,54.15088,48.25854,0.7085392,-0.04912009,0.7217913,0.01681569,-0.9965036,-0.01067633,0.08114114
0.468587,426.0638,54.15099,48.25834,0.7083386,-0.04900698,0.7212228,0.01522995,-0.9964038,-0.006745854,0.08307803
0.4758908,426.064,54.15031,48.25823,0.7082292,-0.04968967,0.7210205,0.01346981,-0.996333,-0.01062896,0.08382264
0.4884869,426.0642,54.15116,48.25828,0.7082794,-0.04884252,0.7208135,0.01243615,-0.9962656,-0.01426933,0.08424085
0.5045235,426.0645,54.15284,48.25885,0.7088431,-0.04715936,0.7205452,0.01170782,-0.9961632,-0.01831327,0.0847722
0.5178685,426.0647,54.15381,48.25946,0.7094618,-0.04618688,0.7203368,0.01069628,-0.9960423,-0.02265253,0.08527789
0.5320156,426.0648,54.1549,48.25976,0.7097571,-0.04510113,0.7202442,0.00927892,-0.9958743,-0.0274741,0.08598524
0.5464572,426.0648,54.15575,48.26019,0.7101822,-0.04425259,0.7201592,0.007648007,-0.9956869,-0.03209916,0.08671153
0.560006,426.065,54.15677,48.26073,0.7107289,-0.04322731,0.7199914,0.00700435,-0.995398,-0.03872583,0.08737329
0.5740364,426.0651,54.15823,48.26123,0.7112248,-0.04177329,0.7198983,0.005594105,-0.9949862,-0.04663727,0.0882965
0.5878192,426.0651,54.1603,48.26218,0.7121769,-0.03970174,0.7199051,0.003970599,-0.9944131,-0.05602336,0.08937699
0.6012836,426.0651,54.16201,48.26291,0.7129014,-0.03799453,0.7198781,0.002451604,-0.9938414,-0.0638646,0.09052518
0.6152815,426.0652,54.16306,48.26402,0.7140145,-0.03694517,0.7197942,0.001403991,-0.993042,-0.07378561,0.09176779
0.6336132,426.0653,54.16449,48.2655,0.7154941,-0.03551653,0.7197165,0.0002428368,-0.9921632,-0.08389102,0.09259853
0.6430609,426.0654,54.16651,48.26649,0.7164895,-0.03348836,0.7196379,-0.001901265,-0.9911656,-0.09381607,0.0937334
0.6555839,426.0655,54.16846,48.26793,0.7179269,-0.03153651,0.7195491,-0.003864646,-0.9899918,-0.1046349,0.09461987
0.6707733,426.0657,54.17081,48.26989,0.7198839,-0.02918474,0.7192727,-0.005558249,-0.9884166,-0.1180252,0.09524649
