Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,427.5523,53.9509,48.41016,0.8601606,-0.2491004,-0.767311,-0.07839133,-0.6971199,-0.05610688,0.710444
0.4423617,427.5523,53.95122,48.40999,0.8599873,-0.2487845,-0.7673114,-0.07957747,-0.6974308,-0.05505392,0.7100893
0.4825477,427.5518,53.95122,48.41051,0.8605087,-0.2487833,-0.7667482,-0.0788474,-0.6971979,-0.05439902,0.7104499
0.4946831,427.5515,53.95118,48.41085,0.8608524,-0.2488257,-0.7664543,-0.07836922,-0.697041,-0.05400653,0.7106867
0.5039278,427.5514,53.95121,48.41092,0.8609189,-0.2487885,-0.7664038,-0.07795063,-0.6969159,-0.05388046,0.710865
0.5179654,427.5514,53.95115,48.41101,0.861002,-0.2488516,-0.7663452,-0.07773314,-0.6967945,-0.05390392,0.7110061
0.5314586,427.5514,53.9513,48.41103,0.8610262,-0.2487011,-0.7663797,-0.07735407,-0.6966746,-0.05381576,0.7111715
0.5465822,427.5514,53.95154,48.41098,0.8609719,-0.2484619,-0.7664054,-0.07719342,-0.6964142,-0.05363129,0.7114578
0.5606419,427.5514,53.95151,48.41105,0.8610412,-0.2484946,-0.7664047,-0.07710982,-0.6963525,-0.05360319,0.7115295
0.5745416,427.5515,53.95143,48.41105,0.861044,-0.2485712,-0.7664346,-0.07714288,-0.6962594,-0.05362623,0.7116152
0.5888537,427.5515,53.95144,48.41116,0.8611591,-0.2485575,-0.766468,-0.07701449,-0.6962491,-0.05354799,0.711645
0.6025109,427.5515,53.9515,48.41127,0.8612624,-0.2485064,-0.7664567,-0.07681867,-0.6962167,-0.05348971,0.7117023
0.6309763,427.5516,53.95135,48.41121,0.8612005,-0.2486522,-0.7665869,-0.07673456,-0.6962735,-0.05357414,0.7116495
0.6448696,427.5516,53.95119,48.41126,0.8612587,-0.2488081,-0.7665898,-0.07666056,-0.6963,-0.05366744,0.7116245
0.6602737,427.5515,53.95105,48.41167,0.8616626,-0.2489555,-0.7664419,-0.07643181,-0.6962976,-0.05351394,0.711663
0.6743773,427.5514,53.95092,48.41182,0.8618153,-0.2490794,-0.7664174,-0.07642169,-0.6962888,-0.05340388,0.7116809
0.6889268,427.5512,53.95089,48.41208,0.8620704,-0.2491164,-0.7662227,-0.0763288,-0.6961939,-0.05354705,0.7117729
0.7041221,427.5512,53.95093,48.41216,0.8621606,-0.2490682,-0.7661846,-0.07613192,-0.6961654,-0.05393952,0.7117923
0.7184162,427.5513,53.95106,48.41217,0.862169,-0.2489398,-0.7662526,-0.07607771,-0.6960827,-0.05393885,0.7118791
