Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.8076,54.16951,47.55438,0.004378498,-0.03048846,-0.02259201,-0.04462902,-0.7218473,-0.06564465,0.6874849
0.4287903,426.8077,54.17006,47.55431,0.004302561,-0.02994153,-0.02266413,-0.04592662,-0.7219326,-0.06652083,0.6872256
0.4611678,426.8078,54.17017,47.55444,0.00444073,-0.02983518,-0.02275784,-0.04626399,-0.7218823,-0.06720518,0.6871893
0.4788674,426.8078,54.17019,47.55456,0.004559614,-0.02980856,-0.02278173,-0.04614136,-0.7216648,-0.06781764,0.6873658
0.4880883,426.8078,54.17018,47.55466,0.004654247,-0.02981958,-0.02282209,-0.04615442,-0.7216027,-0.0675333,0.6874581
0.5030627,426.8079,54.17011,47.55474,0.004735362,-0.02988654,-0.02287215,-0.04600567,-0.7213642,-0.06731354,0.6877398
0.5174633,426.808,54.17006,47.55487,0.004862282,-0.02993778,-0.02294113,-0.04638522,-0.7210655,-0.0675018,0.6880091
0.5288841,426.808,54.17007,47.55498,0.004977845,-0.02993189,-0.02300723,-0.04640648,-0.7208704,-0.0676738,0.6881952
0.542244,426.808,54.17014,47.55501,0.005007033,-0.02986642,-0.02304919,-0.04638648,-0.720673,-0.06785437,0.6883855
0.5576252,426.8081,54.1702,47.55505,0.005048648,-0.02979621,-0.02309011,-0.04653409,-0.7204636,-0.06790539,0.6885897
0.5699456,426.8081,54.17022,47.5551,0.00509445,-0.02977574,-0.02312507,-0.04669069,-0.7203162,-0.06786063,0.6887377
0.5839604,426.8082,54.17022,47.55513,0.005124842,-0.02978341,-0.02316052,-0.04678012,-0.7202418,-0.06769031,0.6888261
0.5980191,426.8082,54.17022,47.55516,0.005158681,-0.02978298,-0.02318593,-0.04682198,-0.7202758,-0.0678633,0.6887708
0.6117498,426.8082,54.17022,47.55519,0.005191304,-0.02977901,-0.0231637,-0.04687957,-0.7202631,-0.06788307,0.6887782
0.6310626,426.8081,54.1702,47.55523,0.005224064,-0.02980287,-0.02313269,-0.04723093,-0.7202227,-0.06795292,0.6887895
0.6401908,426.8081,54.17023,47.55527,0.005262989,-0.02977298,-0.02307775,-0.04728381,-0.7203199,-0.06828132,0.6886517
0.6529626,426.808,54.17026,47.5553,0.005294152,-0.02973765,-0.02301912,-0.04732497,-0.7205141,-0.06836016,0.6884379
0.6670569,426.808,54.17033,47.55529,0.00528698,-0.02966899,-0.02300446,-0.0466035,-0.720568,-0.06870551,0.6883963
0.683619,426.808,54.17045,47.55529,0.005286085,-0.02955284,-0.02299084,-0.04654002,-0.7205015,-0.06921584,0.688419
