Time,WorldPosX,WorldPosY,WorldPosZ,LocalPosX,LocalPosY,LocalPosZ,RotationX,RotationY,RotationZ,RotationW
0,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.02,426.785,54.2,47.55,0,0,0,0,-0.7071068,0,0.7071068
0.3533334,426.8057,54.04815,47.43493,-0.1150713,-0.1518528,-0.02068736,-0.01555672,-0.7573016,-0.006815793,0.6528445
0.3941492,426.8063,54.04749,47.43513,-0.1148745,-0.1525087,-0.02130164,-0.02242641,-0.7561765,-0.01136802,0.6538846
0.413956,426.8068,54.04642,47.43523,-0.1147713,-0.1535763,-0.02175485,-0.02815303,-0.7553736,-0.01601734,0.6544935
0.425317,426.807,54.04655,47.43535,-0.1146522,-0.1534491,-0.02203192,-0.02897716,-0.7552559,-0.01641341,0.6545834
0.4382011,426.8075,54.04692,47.43544,-0.1145636,-0.153078,-0.02248117,-0.02845845,-0.7554236,-0.01582278,0.6544272
0.4531866,426.8076,54.04705,47.43556,-0.114442,-0.1529517,-0.02253818,-0.02760381,-0.7560345,-0.01419179,0.6537955
0.4711844,426.8083,54.04735,47.43587,-0.1141293,-0.1526535,-0.02332995,-0.02827421,-0.7569625,-0.0137065,0.6527025
0.4809372,426.8087,54.04782,47.43591,-0.1140914,-0.1521776,-0.02371108,-0.02746956,-0.7578547,-0.0127049,0.6517211
0.4954814,426.8086,54.04814,47.43577,-0.1142364,-0.1518608,-0.02358408,-0.02767691,-0.7582408,-0.01314882,0.6512542
0.5087925,426.8085,54.04856,47.43556,-0.1144447,-0.1514343,-0.02346087,-0.02786049,-0.7580547,-0.01351956,0.6514553
0.5196716,426.808,54.04881,47.43524,-0.1147645,-0.1511946,-0.02296412,-0.0285793,-0.757197,-0.01458543,0.652398
0.5362964,426.8076,54.04901,47.43512,-0.1148891,-0.15099,-0.0226506,-0.02901117,-0.7567758,-0.01578584,0.6528397
0.5502383,426.8076,54.04924,47.43523,-0.1147731,-0.1507657,-0.02258809,-0.02967318,-0.7567461,-0.01646827,0.6528275
0.5643889,426.8078,54.04943,47.43531,-0.1146941,-0.150566,-0.02278814,-0.03049115,-0.756731,-0.01680253,0.6527988
0.5773399,426.8079,54.04968,47.43529,-0.1147161,-0.1503208,-0.02286886,-0.03178812,-0.756949,-0.01693767,0.6524806
0.5915383,426.808,54.04987,47.43539,-0.1146137,-0.1501341,-0.022995,-0.03254245,-0.7567775,-0.01643041,0.6526553
0.6058207,426.8081,54.05008,47.4355,-0.1145003,-0.1499172,-0.02310641,-0.03254107,-0.7561706,-0.01577339,0.6533746
0.6783369,426.8079,54.05048,47.43539,-0.1146127,-0.1495246,-0.02287778,-0.0310653,-0.7546679,-0.01530187,0.6551925
